price,salon,room,sittingArea,gatheringRoom,storageRoom,kitchen,publicBathroom,workersHouse,numberOfRooms
23000000.0,1,1,1,1,1,1,1,1,10.0
11000000.0,1,1,1,1,1,1,1,1,3.0
350000.0,1,1,1,1,1,1,1,1,3.0
44191613.0,1,1,1,1,1,1,1,1,6.0
1049000.0,1,1,1,1,1,1,1,1,2.0
150000.0,1,1,1,1,1,1,1,1,2.0
550000.0,1,1,1,1,1,1,1,1,2.0
141632.0,1,1,1,1,1,1,1,1,2.0
150000.0,1,1,1,1,1,1,1,1,3.0
100000.0,1,1,1,1,1,1,1,1,3.0
300000.0,1,1,1,1,1,1,1,1,3.0
216000.0,1,1,1,1,1,1,1,1,2.0
550000.0,1,1,1,1,1,1,1,1,3.0
900000.0,1,1,1,1,1,1,1,1,6.0
49101602.0,1,1,1,1,1,1,1,1,2.0
700000.0,1,1,1,1,1,1,1,1,3.0
49546950.0,1,1,1,1,1,1,1,1,1.0
130000.0,1,1,1,1,1,1,1,1,4.0
140000.0,1,1,1,1,1,1,1,1,3.0
140000.0,1,1,1,1,1,1,1,1,2.0
34241172.0,1,1,1,1,1,1,1,1,3.0
14000000.0,1,1,1,1,1,1,1,1,2.0
12000000.0,1,1,1,1,1,1,1,1,3.0
22241172.0,1,1,1,1,1,1,1,1,3.0
37000000.0,1,1,1,1,1,1,1,1,4.0
17000000.0,1,1,1,1,1,1,1,1,2.0
130000.0,1,1,1,1,1,1,1,1,2.0
49105298.0,1,1,1,1,1,1,1,1,2.0
3200000.0,1,1,1,1,1,1,1,1,4.0
150000.0,1,1,1,1,1,1,1,1,3.0
14000000.0,1,1,1,1,1,1,1,1,2.0
4274944.0,1,1,1,1,1,1,1,1,2.0
150000.0,1,1,1,1,1,1,1,1,2.0
150000.0,1,1,1,1,1,1,1,1,3.0
350000.0,1,1,1,1,1,1,1,1,3.0
49160000.0,1,1,1,1,1,1,1,1,4.0
150000.0,1,1,1,1,1,1,1,1,3.0
49105298.0,1,1,1,1,1,1,1,1,4.0
200000.0,1,1,1,1,1,1,1,1,4.0
13000000.0,1,1,1,1,1,1,1,1,2.0
13000000.0,1,1,1,1,1,1,1,1,2.0
49546950.0,1,1,1,1,1,1,1,1,4.0
125000.0,1,1,1,1,1,1,1,1,2.0
14000000.0,1,1,1,1,1,1,1,1,3.0
18000000.0,1,1,1,1,1,1,1,1,3.0
49546950.0,1,1,1,1,1,1,1,1,4.0
150000.0,1,1,1,1,1,1,1,1,2.0
120000.0,1,1,1,1,1,1,1,1,2.0
33000000.0,1,1,1,1,1,1,1,1,3.0
25000000.0,1,1,1,1,1,1,1,1,3.0
150000.0,1,1,1,1,1,1,1,1,4.0
3200000.0,1,1,1,1,1,1,1,1,4.0
15000000.0,1,1,1,1,1,1,1,1,4.0
14000000.0,1,1,1,1,1,1,1,1,2.0
100000.0,1,1,1,1,1,1,1,1,2.0
300000.0,1,1,1,1,1,1,1,1,3.0
32000000.0,1,1,1,1,1,1,1,1,3.0
32000000.0,1,1,1,1,1,1,1,1,3.0
25000000.0,1,1,1,1,1,1,1,1,2.0
36368662.0,1,1,1,1,1,1,1,1,2.0
14000000.0,1,1,1,1,1,1,1,1,3.0
1500000.0,1,1,1,1,1,1,1,1,1.0
49546950.0,1,1,1,1,1,1,1,1,3.0
385000.0,1,1,1,1,1,1,1,1,6.0
38434350.0,1,1,1,1,1,1,1,1,5.0
495469.5,1,1,1,1,1,1,1,1,4.0
100000.0,1,1,1,1,1,1,1,1,3.0
450000.0,1,1,1,1,1,1,1,1,3.0
46141372.0,1,1,1,1,1,1,1,1,3.0
300000.0,1,1,1,1,1,1,1,1,9.0
10000000.0,1,1,1,1,1,1,1,1,3.0
600000.0,1,1,1,1,1,1,1,1,6.0
100000.0,1,1,1,1,1,1,1,1,2.0
8000000.0,1,1,1,1,1,1,1,1,2.0
120000.0,1,1,1,1,1,1,1,1,3.0
49922772.0,1,1,1,1,1,1,1,1,3.0
120000.0,1,1,1,1,1,1,1,1,3.0
120000.0,1,1,1,1,1,1,1,1,2.0
47481616.0,1,1,1,1,1,1,1,1,2.0
216000.0,1,1,1,1,1,1,1,1,3.0
34944139.0,1,1,1,1,1,1,1,1,3.0
16000000.0,1,1,1,1,1,1,1,1,4.0
15000000.0,1,1,1,1,1,1,1,1,6.0
240000.0,1,1,1,1,1,1,1,1,4.0
550000.0,1,1,1,1,1,1,1,1,2.0
18000000.0,1,1,1,1,1,1,1,1,4.0
140000.0,1,1,1,1,1,1,1,1,4.0
20336933.0,1,1,1,1,1,1,1,1,4.0
1950000.0,1,1,1,1,1,1,1,1,5.0
35000000.0,1,1,1,1,1,1,1,1,3.0
14000000.0,1,1,1,1,1,1,1,1,2.0
47544380.0,1,1,1,1,1,1,1,1,3.0
130000.0,1,1,1,1,1,1,1,1,3.0
150000.0,1,1,1,1,1,1,1,1,3.0
44000000.0,1,1,1,1,1,1,1,1,2.0
100000.0,1,1,1,1,1,1,1,1,2.0
14000000.0,1,1,1,1,1,1,1,1,3.0
13000000.0,1,1,1,1,1,1,1,1,3.0
4000000.0,1,1,1,1,1,1,1,1,4.0
130000.0,1,1,1,1,1,1,1,1,3.0
550000.0,1,1,1,1,1,1,1,1,3.0
42000000.0,1,1,1,1,1,1,1,1,2.0
29000000.0,1,1,1,1,1,1,1,1,2.0
20000000.0,0,0,0,0,0,0,0,0,2.0
13000000.0,1,1,1,1,1,1,1,1,3.0
34241172.0,1,1,1,1,1,1,1,1,1.0
24000000.0,1,1,1,1,1,1,1,1,3.0
18000000.0,1,1,1,1,1,1,1,1,2.0
18000000.0,1,1,1,1,1,1,1,1,3.0
495000.0,1,1,1,1,1,1,1,1,7.0
250000.0,1,1,1,1,1,1,1,1,2.0
18000000.0,1,1,1,1,1,1,1,1,4.0
19000000.0,1,1,1,1,1,1,1,1,2.0
14000000.0,1,1,1,1,1,1,1,1,2.0
32000000.0,1,1,1,1,1,1,1,1,5.0
750000.0,1,1,1,1,1,1,1,1,3.0
2211300.0,1,1,1,1,1,1,1,1,2.0
15000000.0,1,1,1,1,1,1,1,1,3.0
150000.0,1,1,1,1,1,1,1,1,3.0
200000.0,1,1,1,1,1,1,1,1,2.0
135000.0,1,1,1,1,1,1,1,1,3.0
36757864.0,1,1,1,1,1,1,1,1,2.0
250000.0,1,1,1,1,1,1,1,1,2.0
8000000.0,1,1,1,1,1,1,1,1,8.0
12000000.0,1,1,1,1,1,1,1,1,3.0
3446000.0,1,1,1,1,1,1,1,1,3.0
250000.0,1,1,1,1,1,1,1,1,4.0
40000000.0,1,1,1,1,1,1,1,1,3.0
46000000.0,1,1,1,1,1,1,1,1,0.0
34241172.0,1,1,1,1,1,1,1,1,1.0
170000.0,1,1,1,1,1,1,1,1,3.0
120000.0,1,1,1,1,1,1,1,1,4.0
3200000.0,1,1,1,1,1,1,1,1,3.0
42997703.0,1,1,1,1,1,1,1,1,6.0
7000000.0,1,1,1,1,1,1,1,1,3.0
140000.0,1,1,1,1,1,1,1,1,4.0
22241172.34,1,1,1,1,1,1,1,1,3.0
27000000.0,1,1,1,1,1,1,1,1,5.0
150000.0,1,1,1,1,1,1,1,1,2.0
135000.0,1,1,1,1,1,1,1,1,3.0
3857188.0,1,1,1,1,1,1,1,1,2.0
150000.0,1,1,1,1,1,1,1,1,3.0
415000.0,1,1,1,1,1,1,1,1,3.0
38490199.0,1,1,1,1,1,1,1,1,3.0
150000.0,1,1,1,1,1,1,1,1,3.0
22536658.0,1,1,1,1,1,1,1,1,4.0
41197703.0,1,1,1,1,1,1,1,1,5.0
500000.0,1,1,1,1,1,1,1,1,2.0
160000.0,1,1,1,1,1,1,1,1,8.0
125000.0,1,1,1,1,1,1,1,1,2.0
34241172.0,1,1,1,1,1,1,1,1,2.0
37692963.0,1,1,1,1,1,1,1,1,4.0
130000.0,1,1,1,1,1,1,1,1,2.0
3446666.0,1,1,1,1,1,1,1,1,2.0
41694859.0,1,1,1,1,1,1,1,1,2.0
32000000.0,1,1,1,1,1,1,1,1,3.0
13000000.0,1,1,1,1,1,1,1,1,3.0
540000.0,1,1,1,1,1,1,1,1,2.0
14000000.0,1,1,1,1,1,1,1,1,6.0
37101070.0,1,1,1,1,1,1,1,1,2.0
34158492.0,1,1,1,1,1,1,1,1,3.0
350000.0,1,1,1,1,1,1,1,1,4.0
26274944.0,1,1,1,1,1,1,1,1,3.0
123300.0,1,1,1,1,1,1,1,1,2.0
3500000.0,1,1,1,1,1,1,1,1,2.0
320000.0,1,1,1,1,1,1,1,1,2.0
400000.0,1,1,1,1,1,1,1,1,4.0
5000000.0,1,1,1,1,1,1,1,1,6.0
6000000.0,1,1,1,1,1,1,1,1,5.0
46900513.0,1,1,1,1,1,1,1,1,3.0
450000.0,1,1,1,1,1,1,1,1,3.0
300000.0,1,1,1,1,1,1,1,1,4.0
250000.0,1,1,1,1,1,1,1,1,2.0
25000000.0,1,1,1,1,1,1,1,1,3.0
550000.0,1,1,1,1,1,1,1,1,2.0
400000.0,1,1,1,1,1,1,1,1,4.0
350000.0,1,1,1,1,1,1,1,1,3.0
216000.0,1,1,1,1,1,1,1,1,3.0
800000.0,1,1,1,1,1,1,1,1,3.0
130000.0,1,1,1,1,1,1,1,1,3.0
35000000.0,1,1,1,1,1,1,1,1,3.0
140000.0,1,1,1,1,1,1,1,1,3.0
38000000.0,1,1,1,1,1,1,1,1,3.0
38000000.0,1,1,1,1,1,1,1,1,3.0
44443870.0,1,1,1,1,1,1,1,1,4.0
120000.0,1,1,1,1,1,1,1,1,2.0
22366431.0,1,1,1,1,1,1,1,1,3.0
